100000.0,35.4,-5.85
79400.0,35.8,-7.23
63100.0,36.5,-8.81
50100.0,37.1,-10.7
39800.0,38.0,-12.8
31600.0,39.0,-15.4
25100.0,40.1,-18.4
20000.0,41.4,-22.0
15900.0,43.1,-26.2
12600.0,45.0,-31.3
10000.0,47.3,-37.3
7940.0,50.0,-44.6
6310.0,53.5,-53.5
5010.0,57.7,-63.9
3980.0,63.1,-76.4
3160.0,69.4,-91.0
2510.0,77.7,-108.0
2000.0,87.0,-129.0
1590.0,98.2,-152.0
1260.0,112.0,-181.0
1000.0,127.0,-213.0
794.0,145.0,-252.0
631.0,165.0,-299.0
501.0,189.0,-355.0
398.0,218.0,-423.0
316.0,251.0,-504.0
251.0,292.0,-600.0
200.0,341.0,-717.0
159.0,399.0,-858.0
126.0,473.0,-1030.0
100.0,560.0,-1220.0
79.4,663.0,-1500.0
63.1,794.0,-1790.0
52.0,927.0,-2070.0
39.8,1160.0,-2560.0
31.6,1400.0,-3050.0
25.1,1710.0,-3610.0
20.0,2080.0,-4280.0
15.9,2530.0,-5040.0
12.6,3110.0,-5920.0
10.0,3810.0,-6960.0
7.94,4680.0,-8090.0
6.31,5730.0,-9360.0
5.01,7010.0,-10800.0
3.98,8550.0,-12300.0
3.16,10400.0,-13900.0
2.51,12600.0,-15700.0
2.0,15100.0,-17400.0
1.59,18000.0,-19100.0
1.26,21400.0,-21100.0
1.0,25500.0,-23000.0
