100000.0,27.2,-6.08
79400.0,27.7,-7.62
63100.0,28.2,-9.39
50100.0,28.8,-11.5
39800.0,29.6,-14.0
31600.0,30.5,-17.1
25100.0,31.6,-20.7
20000.0,32.9,-25.1
15900.0,34.6,-30.4
12600.0,36.7,-36.8
10000.0,39.4,-44.4
7940.0,42.8,-53.4
6310.0,47.1,-64.2
5010.0,52.4,-76.8
3980.0,58.8,-91.8
3160.0,66.6,-109.0
2510.0,76.0,-129.0
2000.0,87.1,-153.0
1590.0,99.8,-181.0
1260.0,115.0,-214.0
1000.0,132.0,-253.0
794.0,153.0,-299.0
631.0,176.0,-354.0
501.0,203.0,-421.0
398.0,237.0,-501.0
316.0,276.0,-597.0
251.0,325.0,-710.0
200.0,384.0,-845.0
159.0,457.0,-1010.0
126.0,545.0,-1190.0
100.0,655.0,-1420.0
79.4,781.0,-1680.0
63.1,942.0,-1980.0
52.0,1100.0,-2280.0
39.8,1370.0,-2760.0
31.6,1650.0,-3240.0
25.1,1990.0,-3780.0
20.0,2390.0,-4420.0
15.9,2870.0,-5140.0
12.6,3450.0,-5970.0
10.0,4120.0,-6920.0
7.94,4920.0,-7990.0
6.31,5880.0,-9190.0
5.01,7000.0,-10500.0
3.98,8320.0,-12100.0
3.16,9880.0,-13700.0
2.51,11700.0,-15600.0
2.0,13800.0,-17600.0
1.59,16300.0,-19800.0
1.26,19200.0,-22200.0
1.0,22600.0,-24800.0
