1.00E+05,5.59E+01,-9.53E+00
7.94E+04,5.68E+01,-1.14E+01
6.31E+04,5.79E+01,-1.35E+01
5.01E+04,5.91E+01,-1.59E+01
3.98E+04,6.04E+01,-1.89E+01
3.16E+04,6.20E+01,-2.23E+01
2.51E+04,6.38E+01,-2.64E+01
2.00E+04,6.59E+01,-3.12E+01
1.59E+04,6.83E+01,-3.70E+01
1.26E+04,7.13E+01,-4.40E+01
1.00E+04,7.47E+01,-5.22E+01
7.94E+03,7.89E+01,-6.21E+01
6.31E+03,8.41E+01,-7.38E+01
5.01E+03,9.04E+01,-8.75E+01
3.98E+03,9.82E+01,-1.04E+02
3.16E+03,1.08E+02,-1.23E+02
2.51E+03,1.19E+02,-1.45E+02
2.00E+03,1.31E+02,-1.71E+02
1.59E+03,1.47E+02,-2.01E+02
1.26E+03,1.64E+02,-2.37E+02
1.00E+03,1.84E+02,-2.78E+02
7.94E+02,2.08E+02,-3.28E+02
6.31E+02,2.35E+02,-3.87E+02
5.01E+02,2.66E+02,-4.58E+02
3.98E+02,3.02E+02,-5.44E+02
3.16E+02,3.45E+02,-6.46E+02
2.51E+02,3.96E+02,-7.70E+02
2.00E+02,4.58E+02,-9.16E+02
1.59E+02,5.33E+02,-1.09E+03
1.26E+02,6.27E+02,-1.30E+03
1.00E+02,7.37E+02,-1.55E+03
7.94E+01,8.67E+02,-1.87E+03
6.31E+01,1.03E+03,-2.22E+03
5.20E+01,1.20E+03,-2.59E+03
3.98E+01,1.49E+03,-3.17E+03
3.16E+01,1.79E+03,-3.75E+03
2.51E+01,2.17E+03,-4.44E+03
2.00E+01,2.62E+03,-5.24E+03
1.59E+01,3.18E+03,-6.16E+03
1.26E+01,3.87E+03,-7.22E+03
1.00E+01,4.70E+03,-8.45E+03
7.94E+00,5.71E+03,-9.83E+03
6.31E+00,6.92E+03,-1.14E+04
5.01E+00,8.39E+03,-1.31E+04
3.98E+00,1.01E+04,-1.50E+04
3.16E+00,1.22E+04,-1.71E+04
2.51E+00,1.47E+04,-1.93E+04
2.00E+00,1.76E+04,-2.18E+04
1.59E+00,2.10E+04,-2.45E+04
1.26E+00,2.49E+04,-2.72E+04
1.00E+00,2.93E+04,-2.98E+04
