1.00E+05,2.50E+02,-3.55E+01
7.94E+04,2.53E+02,-4.13E+01
6.31E+04,2.57E+02,-4.77E+01
5.01E+04,2.61E+02,-5.57E+01
3.98E+04,2.66E+02,-6.48E+01
3.16E+04,2.72E+02,-7.61E+01
2.51E+04,2.79E+02,-8.87E+01
2.00E+04,2.87E+02,-1.04E+02
1.59E+04,2.96E+02,-1.22E+02
1.26E+04,3.07E+02,-1.43E+02
1.00E+04,3.21E+02,-1.68E+02
7.94E+03,3.37E+02,-1.97E+02
6.31E+03,3.56E+02,-2.30E+02
5.01E+03,3.78E+02,-2.68E+02
3.98E+03,4.05E+02,-3.14E+02
3.16E+03,4.37E+02,-3.65E+02
2.51E+03,4.75E+02,-4.24E+02
2.00E+03,5.20E+02,-4.91E+02
1.59E+03,5.71E+02,-5.67E+02
1.26E+03,6.31E+02,-6.54E+02
1.00E+03,6.98E+02,-7.54E+02
7.94E+02,7.76E+02,-8.65E+02
6.31E+02,8.61E+02,-9.98E+02
5.01E+02,9.55E+02,-1.15E+03
3.98E+02,1.06E+03,-1.34E+03
3.16E+02,1.18E+03,-1.55E+03
2.51E+02,1.31E+03,-1.81E+03
2.00E+02,1.47E+03,-2.12E+03
1.59E+02,1.65E+03,-2.50E+03
1.26E+02,1.87E+03,-2.95E+03
1.00E+02,2.14E+03,-3.48E+03
7.94E+01,2.45E+03,-4.16E+03
6.31E+01,2.83E+03,-4.91E+03
5.20E+01,3.22E+03,-5.65E+03
3.98E+01,3.88E+03,-6.83E+03
3.16E+01,4.57E+03,-8.05E+03
2.51E+01,5.43E+03,-9.44E+03
2.00E+01,6.49E+03,-1.10E+04
1.59E+01,7.75E+03,-1.29E+04
1.26E+01,9.28E+03,-1.49E+04
1.00E+01,1.11E+04,-1.73E+04
7.94E+00,1.33E+04,-1.98E+04
6.31E+00,1.59E+04,-2.28E+04
5.01E+00,1.89E+04,-2.60E+04
3.98E+00,2.25E+04,-2.94E+04
3.16E+00,2.66E+04,-3.31E+04
2.51E+00,3.14E+04,-3.72E+04
2.00E+00,3.68E+04,-4.14E+04
1.59E+00,4.29E+04,-4.60E+04
1.26E+00,4.99E+04,-5.07E+04
1.00E+00,5.74E+04,-5.59E+04
