0.0001,89.91582364,0.475728961
0.00012045,89.89869813,0.561785766
0.000145083,89.8777538,0.663246078
0.000174753,89.85202507,0.782792811
0.00021049,89.82026855,0.923540734
0.000253536,89.7808758,1.089087894
0.000305386,89.73175829,1.283562907
0.000367838,89.6701969,1.511660622
0.000443062,89.59264723,1.77865401
0.00053367,89.4944918,2.090363331
0.000642807,89.36973265,2.453053983
0.000774264,89.2106247,2.87322159
0.000932603,89.00726511,3.357207289
0.001123324,88.74718299,3.910570756
0.001353048,88.41502256,4.537140678
0.001629751,87.99248737,5.237678041
0.001963041,87.45880847,6.00815391
0.002364489,86.79208884,6.837797145
0.002848036,85.97188856,7.707337244
0.003430469,84.98322765,8.588227269
0.004132012,83.82166292,9.443927212
0.004977024,82.49823904,10.23423727
0.005994843,81.04225843,10.92283308
0.007220809,79.49968269,11.48656726
0.00869749,77.92622606,11.92352454
0.010476158,76.37657577,12.25653977
0.012618569,74.89321951,12.53058793
0.015199111,73.49850835,12.80521148
0.018307383,72.19171411,13.14506368
0.022051307,70.95041427,13.61159108
0.026560878,69.73412596,14.25735387
0.031992671,68.48815043,15.12278242
0.038535286,67.14651457,16.23417054
0.046415888,65.63397839,17.60152636
0.055908102,63.86793398,19.21526662
0.067341507,61.76159057,21.04141758
0.081113083,59.2301111,23.01593033
0.097700996,56.20116183,25.03995569
0.117681195,52.63026377,26.97927517
0.141747416,48.51903225,28.67186301
0.170735265,43.93115149,29.94652787
0.205651231,38.99839739,30.6517157
0.247707636,33.90991258,30.68758425
0.298364724,28.88386273,30.02988848
0.359381366,24.12925042,28.73541339
0.432876128,19.81119299,26.92645285
0.521400829,16.03100705,24.76133561
0.628029144,12.82458007,22.40279122
0.756463328,10.17462481,19.99386954
0.911162756,8.02897338,17.6452958
1.097498765,6.318194346,15.4329628
1.321941148,4.968958714,13.40187265
1.592282793,3.912401716,11.57287443
1.917910262,3.088308786,9.94968846
2.3101297,2.446441956,8.524934207
2.782559402,1.946201137,7.284747667
3.351602651,1.555483288,6.212046808
4.037017259,1.249276351,5.288694544
4.86260158,1.008280134,4.496842351
5.857020818,0.81768842,3.819702132
7.054802311,0.666175508,3.241938094
8.497534359,0.545083561,2.749816922
10.23531022,0.447786582,2.331211293
12.32846739,0.369200601,1.975519719
14.84968262,0.305410469,1.67354319
17.88649529,0.253387461,1.41734383
21.5443469,0.210776424,1.200100733
25.95024211,0.175735639,1.015971619
31.2571585,0.146816365,0.859964867
37.64935807,0.122872084,0.727823937
45.34878508,0.102989983,0.615924678
54.62277218,0.086439018,0.521185115
65.79332247,0.072630395,0.440986891
79.24828984,0.061087338,0.373107261
95.45484567,0.051421839,0.315660515
114.9756995,0.04331667,0.267047699
138.4886371,0.036511371,0.225913577
166.8100537,0.030791278,0.191109885
200.9233003,0.025978867,0.161663998
242.0128265,0.021926878,0.136752259
291.5053063,0.018512834,0.115677301
351.1191734,0.015634626,0.097848782
422.9242874,0.013206953,0.082767022
509.4138015,0.011158431,0.070009134
613.5907273,0.009429224,0.059217253
739.0722034,0.007969115,0.050088565
890.2150854,0.006735909,0.042366852
1072.267222,0.005694117,0.035835337
1291.549665,0.004813864,0.030310622
1555.676144,0.004069985,0.025637553
1873.817423,0.003441268,0.021684874
2257.01972,0.002909825,0.018341551
2718.588243,0.002460562,0.015513658
3274.549163,0.002080741,0.013121743
3944.206059,0.001759606,0.011098599
4750.810162,0.001488074,0.009387375
5722.367659,0.001258471,0.007939985
6892.612104,0.001064315,0.006715753
8302.175681,0.000900129,0.005680276
10000,0.00076128,0.004804452
